[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	9/17/2024 5:12:32 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:17:58 PM	1	1	NPOC	1.373	0.2439	NPOC:0.2539mg/L TN:0.03861mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:20:18 PM	1	2	NPOC	1.509	0.2806	NPOC:0.2539mg/L TN:0.03861mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:23:23 PM	1	3	NPOC	1.348	0.2371	NPOC:0.2539mg/L TN:0.03861mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		9/16/2024 2:17:58 PM	1	1	TN	0.000	0.03767	NPOC:0.2539mg/L TN:0.03861mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		9/16/2024 2:20:18 PM	1	2	TN	0.000	0.03767	NPOC:0.2539mg/L TN:0.03861mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		9/16/2024 2:23:23 PM	1	3	TN	0.02340	0.04049	NPOC:0.2539mg/L TN:0.03861mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:32:29 PM	1	1	NPOC	1.480	0.2727	NPOC:0.2663mg/L TN:0.04497mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:35:16 PM	1	2	NPOC	1.507	0.2800	NPOC:0.2663mg/L TN:0.04497mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:37:55 PM	1	3	NPOC	1.110	0.1730	NPOC:0.2663mg/L TN:0.04497mg/L	1	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:40:31 PM	1	4	NPOC	1.381	0.2460	NPOC:0.2663mg/L TN:0.04497mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		9/16/2024 2:32:29 PM	1	1	TN	0.000	0.03767	NPOC:0.2663mg/L TN:0.04497mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		9/16/2024 2:35:16 PM	1	2	TN	0.1373	0.05425	NPOC:0.2663mg/L TN:0.04497mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		9/16/2024 2:37:55 PM	1	3	TN	0.04410	0.04299	NPOC:0.2663mg/L TN:0.04497mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		9/16/2024 2:49:49 PM	1	1	NPOC	1.444	0.2630	NPOC:0.1809mg/L TN:0.06103mg/L	1	50	
