[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	8/15/2024 10:14:33 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 2:54:28 PM	1	1	NPOC	1.767	0.3501	NPOC:0.4409mg/L TN:0.04091mg/L	1	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 2:56:57 PM	1	2	NPOC	1.946	0.3984	NPOC:0.4409mg/L TN:0.04091mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:00:11 PM	1	3	NPOC	2.206	0.4685	NPOC:0.4409mg/L TN:0.04091mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:02:40 PM	1	4	NPOC	2.159	0.4558	NPOC:0.4409mg/L TN:0.04091mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 2:54:28 PM	1	1	TN	0.000	0.03767	NPOC:0.4409mg/L TN:0.04091mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 2:56:57 PM	1	2	TN	0.05080	0.04380	NPOC:0.4409mg/L TN:0.04091mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:00:11 PM	1	3	TN	0.2463	0.06741	NPOC:0.4409mg/L TN:0.04091mg/L	1	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:02:40 PM	1	4	TN	0.02980	0.04127	NPOC:0.4409mg/L TN:0.04091mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:11:55 PM	1	1	NPOC	1.645	0.3172	NPOC:0.3599mg/L TN:0.05595mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:14:42 PM	1	2	NPOC	1.894	0.3844	NPOC:0.3599mg/L TN:0.05595mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:17:08 PM	1	3	NPOC	1.871	0.3782	NPOC:0.3599mg/L TN:0.05595mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:19:40 PM	1	4	NPOC	2.165	0.4574	NPOC:0.3599mg/L TN:0.05595mg/L	1	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:11:55 PM	1	1	TN	0.1865	0.06019	NPOC:0.3599mg/L TN:0.05595mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:14:42 PM	1	2	TN	0.1409	0.05469	NPOC:0.3599mg/L TN:0.05595mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:17:08 PM	1	3	TN	0.1268	0.05298	NPOC:0.3599mg/L TN:0.05595mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:28:47 PM	1	1	NPOC	1.731	0.3404	NPOC:0.4152mg/L TN:0.04395mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:31:24 PM	1	2	NPOC	1.660	0.3213	NPOC:0.4152mg/L TN:0.04395mg/L	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:33:55 PM	1	3	NPOC	2.162	0.4566	NPOC:0.4152mg/L TN:0.04395mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:36:14 PM	1	4	NPOC	2.132	0.4485	NPOC:0.4152mg/L TN:0.04395mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:28:47 PM	1	1	TN	0.000	0.03767	NPOC:0.4152mg/L TN:0.04395mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:31:24 PM	1	2	TN	0.08380	0.04779	NPOC:0.4152mg/L TN:0.04395mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:33:55 PM	1	3	TN	0.07220	0.04639	NPOC:0.4152mg/L TN:0.04395mg/L	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:45:19 PM	1	1	NPOC	1.616	0.3094	NPOC:0.3989mg/L TN:0.03767mg/L	1	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:47:47 PM	1	2	NPOC	1.842	0.3703	NPOC:0.3989mg/L TN:0.03767mg/L	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:50:07 PM	1	3	NPOC	1.951	0.3997	NPOC:0.3989mg/L TN:0.03767mg/L	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_NPOC_0-50mgL.2024_07_25_17_00_55.cal	1.00		8/12/2024 3:52:34 PM	1	4	NPOC	2.051	0.4267	NPOC:0.3989mg/L TN:0.03767mg/L	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:45:19 PM	1	1	TN	0.000	0.03767	NPOC:0.3989mg/L TN:0.03767mg/L	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240725_TN_0-10mgL.2024_07_25_20_17_27.cal	1.00		8/12/2024 3:47:47 PM	1	2	TN	0.000	0.03767	NPOC:0.3989mg/L TN:0.03767mg/L	0	50	
