[Header]	
System	TOC-L with TNM	
S/W Version	1.00	
User		
Date/Time	5/3/2024 8:04:35 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 2:42:18 PM	1	1	NPOC	0.6504	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 2:45:12 PM	1	2	NPOC	0.4109	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 2:48:00 PM	1	3	NPOC	0.6494	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 2:51:06 PM	1	4	NPOC	0.3857	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	1	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 2:42:18 PM	1	1	TN	1.312	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 2:45:12 PM	1	2	TN	1.162	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 2:48:00 PM	1	3	TN	0.7931	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	1	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 2:51:06 PM	1	4	TN	1.212	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:01:33 PM	1	1	NPOC	0.7734	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:04:23 PM	1	2	NPOC	0.4940	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:07:30 PM	1	3	NPOC	0.4193	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:10:27 PM	1	4	NPOC	0.6362	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:01:33 PM	1	1	TN	0.7876	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:04:23 PM	1	2	TN	0.9555	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:07:30 PM	1	3	TN	1.253	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:10:27 PM	1	4	TN	1.097	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:21:07 PM	1	1	NPOC	0.5720	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:24:00 PM	1	2	NPOC	0.2970	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:28:36 PM	1	3	NPOC	0.6038	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_11_23_08.cal	1.00		4/11/2024 3:33:41 PM	1	4	NPOC	0.3879	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:21:07 PM	1	1	TN	1.975	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:24:00 PM	1	2	TN	1.545	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:28:36 PM	1	3	TN	2.396	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240411.cal	1.00		4/11/2024 3:33:41 PM	1	4	TN	2.914	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:14:34 PM	1	1	NPOC	0.1626	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:18:18 PM	1	2	NPOC	0.3335	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:22:20 PM	1	3	NPOC	0.6245	0.000	 	4	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:25:46 PM	1	4	NPOC	0.1104	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:38:24 PM	2	1	NPOC	1.229	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:42:15 PM	2	2	NPOC	1.043	0.2500	 	5	1	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:46:08 PM	2	3	NPOC	1.223	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 4:50:00 PM	2	4	NPOC	1.342	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 5:02:51 PM	3	1	NPOC	2.346	0.5000	 	6	1	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 5:06:31 PM	3	2	NPOC	2.062	0.5000	 	6	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC		C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240411.2024_04_11_16_03_50.cal		1.00		4/11/2024 5:10:29 PM	3	3	NPOC	2.080	0.5000	 	6	0	50	2.000	
