[Header]	
System	TOC-L with TNM	
S/W Version	1.00	
User		
Date/Time	5/3/2024 8:58:07 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:22:09 AM	1	1	NPOC	0.4238	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:25:09 AM	1	2	NPOC	0.1533	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:27:53 AM	1	3	NPOC	1.025	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	1	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:30:00 AM	1	4	NPOC	0.4332	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 9:22:09 AM	1	1	TN	0.03370	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 9:25:09 AM	1	2	TN	0.2185	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 9:27:53 AM	1	3	TN	0.08270	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:40:24 AM	1	1	NPOC	0.6255	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:44:02 AM	1	2	NPOC	0.06720	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:47:19 AM	1	3	NPOC	0.7186	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 9:50:02 AM	1	4	NPOC	0.3794	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 9:40:24 AM	1	1	TN	0.1813	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 9:44:02 AM	1	2	TN	0.7897	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	1	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 9:47:19 AM	1	3	TN	0.09270	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 9:50:02 AM	1	4	TN	0.08210	0.000	NPOC:0.000mg/L TN:0.000mg/L	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 10:00:26 AM	1	1	NPOC	0.6990	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 10:03:11 AM	1	2	NPOC	0.9930	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 10:05:55 AM	1	3	NPOC	0.2646	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.cal	1.00		4/15/2024 10:08:02 AM	1	4	NPOC	0.4305	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 10:00:26 AM	1	1	TN	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 10:03:11 AM	1	2	TN	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\April\TN_0-10ppm_20240415.cal	1.00		4/15/2024 10:05:55 AM	1	3	TN	0.06440	0.000	NPOC:0.000mg/L TN:0.000mg/L	3	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:18:46 AM	1	1	NPOC	0.3687	0.000	 	4	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:20:53 AM	1	2	NPOC	0.1312	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:23:00 AM	1	3	NPOC	0.1874	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:25:07 AM	1	4	NPOC	0.1350	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:37:03 AM	2	1	NPOC	1.353	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:39:41 AM	2	2	NPOC	1.406	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:42:26 AM	2	3	NPOC	1.337	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:54:36 AM	3	1	NPOC	1.987	0.5000	 	6	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 10:57:19 AM	3	2	NPOC	2.147	0.5000	 	6	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:00:06 AM	3	3	NPOC	1.986	0.5000	 	6	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:10:54 AM	4	1	NPOC	0.2170	1.000	 	7	1	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:13:40 AM	4	2	NPOC	3.553	1.000	 	7	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:16:30 AM	4	3	NPOC	3.732	1.000	 	7	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:19:19 AM	4	4	NPOC	3.381	1.000	 	7	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:31:36 AM	5	1	NPOC	6.694	2.000	 	8	1	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:34:35 AM	5	2	NPOC	6.979	2.000	 	8	0	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:37:29 AM	5	3	NPOC	6.863	2.000	 	8	0	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:40:38 AM	5	4	NPOC	6.976	2.000	 	8	0	50	5.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:53:15 AM	6	1	NPOC	17.15	5.000	 	9	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:56:25 AM	6	2	NPOC	17.08	5.000	 	9	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 11:59:48 AM	6	3	NPOC	17.21	5.000	 	9	0	50	2.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:12:14 PM	7	1	NPOC	33.75	10.00	 	10	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:15:47 PM	7	2	NPOC	34.12	10.00	 	10	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:19:23 PM	7	3	NPOC	34.15	10.00	 	10	0	50	1.000	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:32:29 PM	8	1	NPOC	51.31	15.00	 	11	0	50	3.333	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:36:07 PM	8	2	NPOC	52.08	15.00	 	11	0	50	3.333	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:39:48 PM	8	3	NPOC	51.92	15.00	 	11	0	50	3.333	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:52:59 PM	9	1	NPOC	68.51	20.00	 	12	0	50	2.500	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 12:56:41 PM	9	2	NPOC	68.76	20.00	 	12	0	50	2.500	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 1:00:38 PM	9	3	NPOC	71.23	20.00	 	12	1	50	2.500	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 1:04:29 PM	9	4	NPOC	69.39	20.00	 	12	0	50	2.500	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 1:17:45 PM	10	1	NPOC	104.8	30.00	 	13	0	50	1.667	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\April\NPOC_0-50ppm_20240415.2024_04_15_10_08_02.cal		1.00		4/15/2024 1:21:30 PM	10	2	NPOC	105.2	30.00	 	13	0	50	1.667	
