[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	10/23/2023 1:17:55 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_NPOC_0-100ppm.cal	1.00		10/2/2023 5:22:05 PM	1	1	NPOC	0.6942	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_NPOC_0-100ppm.cal	1.00		10/2/2023 5:24:55 PM	1	2	NPOC	0.8243	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_NPOC_0-100ppm.cal	1.00		10/2/2023 5:27:36 PM	1	3	NPOC	0.8711	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_TN_0-5ppm.cal	1.00		10/2/2023 5:22:05 PM	1	1	TN	0.1603	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_TN_0-5ppm.cal	1.00		10/2/2023 5:24:55 PM	1	2	TN	0.1467	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_TN_0-5ppm.cal	1.00		10/2/2023 5:27:36 PM	1	3	TN	0.00370	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_NPOC_0-100ppm.cal	1.00		10/2/2023 5:36:55 PM	1	1	NPOC	0.8191	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_NPOC_0-100ppm.cal	1.00		10/2/2023 5:39:40 PM	1	2	NPOC	0.6174	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_NPOC_0-100ppm.cal	1.00		10/2/2023 5:42:38 PM	1	3	NPOC	0.4452	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\20231002_NPOC_0-100ppm.cal	1.00		10/2/2023 5:45:38 PM	1	4	NPOC	0.9591	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
